"id.exposure","id.outcome","method","nsnp","b","se","ci_low","ci_upp","pval","steiger_filtered","outlier_filtered","selection","method2","MOE"
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","RE Egger",15,-0.000466809279330305,0.00117962862917329,-0.00277888139250995,0.00184526283384934,0.698725304853383,TRUE,FALSE,"DF","RE Egger - DF",0.64
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","Weighted mode",15,0.000260496471367413,0.000629527494561587,-0.000973354745251032,0.00149434768798586,0.685292151386604,FALSE,TRUE,"HF","Weighted mode - HF",0.63
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","FE IVW",15,0.000160692661258544,0.000369899405769431,-0.000586087832524776,0.000907473155041863,0.663981589870348,TRUE,TRUE,"DF + HF","FE IVW - DF + HF",0.63
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","Simple mode",15,0.000660961158670352,0.000983510246324461,-0.00126668350255171,0.00258860581989241,0.5124950902959,FALSE,FALSE,"Tophits","Simple mode - Tophits",0.62
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","Penalised mode",15,0.000260496471367413,0.000713503521773025,-0.00113794473415021,0.00165893767688503,0.720497084058989,TRUE,FALSE,"DF","Penalised mode - DF",0.62
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","Weighted mode",15,0.000260496471367413,0.000678981500838167,-0.00107028281644435,0.00159127575917917,0.706995545989273,TRUE,TRUE,"DF + HF","Weighted mode - DF + HF",0.62
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","Simple mode",15,0.000660961158670352,0.000924610864300037,-0.00115124283507217,0.00247316515241288,0.486450023702759,FALSE,TRUE,"HF","Simple mode - HF",0.61
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","RE IVW",15,0.000160692661258544,0.000381010456011898,-0.000586087832524776,0.000907473155041863,0.679608983175111,FALSE,TRUE,"HF","RE IVW - HF",0.6
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","RE Egger",15,-0.000466809279330305,0.00117962862917329,-0.00277888139250995,0.00184526283384934,0.698725304853383,FALSE,FALSE,"Tophits","RE Egger - Tophits",0.58
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","FE Egger",15,-0.000466809279330305,0.00111814211392353,-0.00277888139250995,0.00184526283384934,0.676322569492058,FALSE,TRUE,"HF","FE Egger - HF",0.58
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","FE Egger",15,-0.000466809279330305,0.00111814211392353,-0.00277888139250995,0.00184526283384934,0.676322569492058,TRUE,FALSE,"DF","FE Egger - DF",0.58
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","FE Egger",15,-0.000466809279330305,0.00111814211392353,-0.00277888139250995,0.00184526283384934,0.676322569492058,FALSE,FALSE,"Tophits","FE Egger - Tophits",0.57
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","Penalised mode",15,0.000260496471367413,0.000692232373733294,-0.00109625405008251,0.00161724699281734,0.71232528317109,TRUE,TRUE,"DF + HF","Penalised mode - DF + HF",0.56
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","Weighted mode",15,0.000260496471367413,0.000686405802295147,-0.0010848341799104,0.00160582712264522,0.710005143037696,TRUE,FALSE,"DF","Weighted mode - DF",0.53
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","Simple mode",15,0.000660961158670352,0.000936340075274982,-0.00117423166615014,0.00249615398349084,0.491831511145101,TRUE,TRUE,"DF + HF","Simple mode - DF + HF",0.52
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","RE Egger",15,-0.000466809279330305,0.00117962862917329,-0.00277888139250995,0.00184526283384934,0.698725304853383,FALSE,TRUE,"HF","RE Egger - HF",0.49
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","RE Egger",15,-0.000466809279330305,0.00117962862917329,-0.00277888139250995,0.00184526283384934,0.698725304853383,TRUE,TRUE,"DF + HF","RE Egger - DF + HF",0.49
"ebi-a-GCST000998","ukb-d-C_LYMPHOMA","FE Egger",15,-0.000466809279330305,0.00111814211392353,-0.00277888139250995,0.00184526283384934,0.676322569492058,TRUE,TRUE,"DF + HF","FE Egger - DF + HF",0.47
